timestamp,ch1,ch2,ch3,ch4
1542224530.3806982,797.8154907226562,842.2299194335938,756.6909790039062,848.8098754882812
1542224530.387916,792.8805541992188,857.0347290039062,766.5608520507812,847.1648559570312
1542224530.388708,797.8154907226562,857.0347290039062,756.6909790039062,852.0997924804688
1542224530.3893912,794.5255126953125,843.8749389648438,756.6909790039062,850.454833984375
1542224530.390683,796.1704711914062,886.6444091796875,768.205810546875,858.6797485351562
1542224530.391739,796.1704711914062,829.070068359375,748.466064453125,865.2596435546875
1542224530.393525,787.945556640625,873.4845581054688,776.4307250976562,865.2596435546875
1542224530.394937,792.8805541992188,875.1295166015625,761.6259155273438,853.7448120117188
1542224530.427236,786.3005981445312,827.4251098632812,748.466064453125,848.8098754882812
1542224530.4284449,792.8805541992188,855.3897705078125,751.7560424804688,857.0347290039062
1542224530.4296792,792.8805541992188,843.8749389648438,753.4010009765625,845.5198974609375
1542224530.435837,797.8154907226562,866.9046630859375,763.2708740234375,852.0997924804688
1542224530.436887,792.8805541992188,871.839599609375,759.9808959960938,847.1648559570312
1542224530.438591,794.5255126953125,835.6500244140625,758.3359375,848.8098754882812
1542224530.43958,794.5255126953125,847.1648559570312,761.6259155273438,858.6797485351562
1542224530.440265,799.46044921875,852.0997924804688,759.9808959960938,861.9697265625
1542224530.452396,801.1054077148438,860.32470703125,768.205810546875,860.32470703125
1542224530.457155,806.0403442382812,845.5198974609375,753.4010009765625,857.0347290039062
1542224530.45899,810.9752807617188,860.32470703125,761.6259155273438,860.32470703125
1542224530.4610791,807.6853637695312,860.32470703125,769.850830078125,875.1295166015625
1542224530.461747,807.6853637695312,868.5496215820312,771.4957885742188,860.32470703125
1542224530.462788,802.7504272460938,842.2299194335938,763.2708740234375,861.9697265625
1542224530.463157,797.8154907226562,850.454833984375,769.850830078125,853.7448120117188
1542224530.463469,797.8154907226562,848.8098754882812,758.3359375,842.2299194335938
1542224530.463808,794.5255126953125,878.4194946289062,768.205810546875,853.7448120117188
1542224530.464097,801.1054077148438,873.4845581054688,761.6259155273438,850.454833984375
1542224530.464725,802.7504272460938,830.715087890625,753.4010009765625,850.454833984375
1542224530.4652622,806.0403442382812,850.454833984375,768.205810546875,852.0997924804688
1542224530.467371,812.6203002929688,855.3897705078125,768.205810546875,858.6797485351562
1542224530.468492,809.330322265625,853.7448120117188,763.2708740234375,866.9046630859375
1542224530.4989572,804.3953857421875,843.8749389648438,763.2708740234375,860.32470703125
1542224530.500612,804.3953857421875,861.9697265625,763.2708740234375,845.5198974609375
1542224530.532139,804.3953857421875,837.2949829101562,753.4010009765625,860.32470703125
1542224530.535659,814.2652587890625,888.2893676757812,773.1407470703125,853.7448120117188
1542224530.536952,814.2652587890625,852.0997924804688,755.0459594726562,865.2596435546875
1542224530.5379882,807.6853637695312,840.5849609375,758.3359375,866.9046630859375
1542224530.538568,809.330322265625,865.2596435546875,769.850830078125,850.454833984375
1542224530.539343,815.9102783203125,855.3897705078125,769.850830078125,847.1648559570312
1542224530.540391,822.4901733398438,860.32470703125,771.4957885742188,838.9400024414062
1542224530.541109,814.2652587890625,834.0050048828125,756.6909790039062,847.1648559570312
1542224530.5422971,807.6853637695312,843.8749389648438,759.9808959960938,852.0997924804688
1542224530.543958,812.6203002929688,860.32470703125,764.9158325195312,855.3897705078125
1542224530.545296,807.6853637695312,842.2299194335938,759.9808959960938,853.7448120117188
1542224530.546544,807.6853637695312,853.7448120117188,766.5608520507812,847.1648559570312
1542224530.546925,809.330322265625,855.3897705078125,761.6259155273438,847.1648559570312
1542224530.547255,806.0403442382812,840.5849609375,756.6909790039062,855.3897705078125
1542224530.5475688,812.6203002929688,863.6146850585938,761.6259155273438,860.32470703125
1542224530.5478451,822.4901733398438,865.2596435546875,761.6259155273438,848.8098754882812
1542224530.6051,820.84521484375,853.7448120117188,758.3359375,848.8098754882812
1542224530.606025,817.5552368164062,858.6797485351562,763.2708740234375,848.8098754882812
1542224530.6064482,814.2652587890625,860.32470703125,764.9158325195312,848.8098754882812
1542224530.6068218,809.330322265625,853.7448120117188,756.6909790039062,848.8098754882812
1542224530.6177962,810.9752807617188,860.32470703125,763.2708740234375,855.3897705078125
1542224530.618753,819.2001953125,863.6146850585938,766.5608520507812,857.0347290039062
1542224530.619592,814.2652587890625,824.1351318359375,755.0459594726562,857.0347290039062
1542224530.620461,809.330322265625,865.2596435546875,769.850830078125,845.5198974609375
1542224530.6213,806.0403442382812,850.454833984375,761.6259155273438,848.8098754882812
1542224530.622018,807.6853637695312,883.3544311523438,768.205810546875,845.5198974609375
1542224530.622599,817.5552368164062,876.7745361328125,764.9158325195312,866.9046630859375
1542224530.623827,827.4251098632812,875.1295166015625,758.3359375,870.194580078125
1542224530.62512,814.2652587890625,866.9046630859375,740.2411499023438,853.7448120117188
1542224530.625983,801.1054077148438,847.1648559570312,755.0459594726562,843.8749389648438
1542224530.62692,797.8154907226562,876.7745361328125,766.5608520507812,832.3600463867188
1542224530.627472,802.7504272460938,848.8098754882812,758.3359375,852.0997924804688
1542224530.628142,810.9752807617188,834.0050048828125,773.1407470703125,861.9697265625
1542224530.6778939,814.2652587890625,840.5849609375,761.6259155273438,868.5496215820312
1542224530.6799629,809.330322265625,802.7504272460938,753.4010009765625,863.6146850585938
1542224530.680279,807.6853637695312,834.0050048828125,763.2708740234375,858.6797485351562
1542224530.680598,810.9752807617188,834.0050048828125,759.9808959960938,871.839599609375
1542224530.680898,814.2652587890625,837.2949829101562,761.6259155273438,853.7448120117188
1542224530.681243,807.6853637695312,820.84521484375,766.5608520507812,857.0347290039062
1542224530.6815732,807.6853637695312,848.8098754882812,774.7857666015625,843.8749389648438
1542224530.681849,814.2652587890625,830.715087890625,768.205810546875,852.0997924804688
1542224530.68221,814.2652587890625,848.8098754882812,768.205810546875,858.6797485351562
1542224530.701407,810.9752807617188,812.6203002929688,758.3359375,863.6146850585938
1542224530.702081,804.3953857421875,843.8749389648438,774.7857666015625,866.9046630859375
1542224530.702772,802.7504272460938,827.4251098632812,751.7560424804688,861.9697265625
1542224530.7035048,799.46044921875,845.5198974609375,774.7857666015625,850.454833984375
1542224530.704552,810.9752807617188,829.070068359375,766.5608520507812,861.9697265625
1542224530.705167,804.3953857421875,801.1054077148438,766.5608520507812,852.0997924804688
1542224530.705843,810.9752807617188,838.9400024414062,771.4957885742188,852.0997924804688
1542224530.749921,810.9752807617188,848.8098754882812,768.205810546875,848.8098754882812
1542224530.752091,814.2652587890625,861.9697265625,764.9158325195312,842.2299194335938
1542224530.75321,810.9752807617188,824.1351318359375,756.6909790039062,850.454833984375
1542224530.753976,809.330322265625,830.715087890625,768.205810546875,858.6797485351562
1542224530.754741,807.6853637695312,842.2299194335938,764.9158325195312,860.32470703125
1542224530.755218,799.46044921875,830.715087890625,761.6259155273438,847.1648559570312
1542224530.755883,807.6853637695312,850.454833984375,773.1407470703125,842.2299194335938
1542224530.756978,806.0403442382812,837.2949829101562,761.6259155273438,842.2299194335938
1542224530.75761,807.6853637695312,834.0050048828125,768.205810546875,852.0997924804688
1542224530.7586281,812.6203002929688,866.9046630859375,774.7857666015625,852.0997924804688
1542224530.759399,806.0403442382812,819.2001953125,764.9158325195312,858.6797485351562
1542224530.7603781,809.330322265625,863.6146850585938,789.590576171875,832.3600463867188
1542224530.7613041,807.6853637695312,810.9752807617188,768.205810546875,842.2299194335938
1542224530.761653,801.1054077148438,858.6797485351562,791.2355346679688,843.8749389648438
1542224530.761929,809.330322265625,858.6797485351562,774.7857666015625,860.32470703125
1542224530.768914,809.330322265625,825.7801513671875,766.5608520507812,852.0997924804688
1542224530.825331,810.9752807617188,855.3897705078125,784.6556396484375,847.1648559570312
1542224530.82707,810.9752807617188,1704.1995849609375,771.4957885742188,835.6500244140625
1542224530.827422,804.3953857421875,1651.560302734375,764.9158325195312,842.2299194335938
1542224530.8279,806.0403442382812,1737.0992431640625,781.3656616210938,843.8749389648438
1542224530.828882,802.7504272460938,1638.400390625,763.2708740234375,842.2299194335938
1542224530.829238,807.6853637695312,848.8098754882812,784.6556396484375,853.7448120117188
1542224530.829561,817.5552368164062,1710.779541015625,776.4307250976562,850.454833984375
1542224530.829895,815.9102783203125,1651.560302734375,771.4957885742188,848.8098754882812
1542224530.830205,812.6203002929688,1697.6197509765625,778.07568359375,845.5198974609375
1542224530.830498,810.9752807617188,1671.300048828125,779.720703125,842.2299194335938
1542224530.830781,806.0403442382812,1664.7200927734375,781.3656616210938,845.5198974609375
1542224530.831131,810.9752807617188,1743.67919921875,789.590576171875,847.1648559570312
1542224530.831511,814.2652587890625,1658.14013671875,771.4957885742188,865.2596435546875
1542224530.832263,804.3953857421875,1664.7200927734375,778.07568359375,857.0347290039062
1542224530.833205,804.3953857421875,1697.6197509765625,771.4957885742188,852.0997924804688
1542224530.834381,806.0403442382812,1631.820556640625,766.5608520507812,860.32470703125
1542224530.906058,802.7504272460938,1710.779541015625,783.0106201171875,845.5198974609375
1542224530.909956,804.3953857421875,3263.64111328125,766.5608520507812,850.454833984375
1542224530.912118,806.0403442382812,3421.55908203125,792.8805541992188,850.454833984375
1542224530.912692,801.1054077148438,3316.2802734375,768.205810546875,853.7448120117188
1542224530.913072,802.7504272460938,3368.919677734375,781.3656616210938,848.8098754882812
1542224530.934189,799.46044921875,3395.239501953125,778.07568359375,855.3897705078125
1542224530.935023,796.1704711914062,829.070068359375,781.3656616210938,860.32470703125
1542224530.9359412,810.9752807617188,3395.239501953125,783.0106201171875,863.6146850585938
1542224530.9367738,801.1054077148438,3289.960693359375,774.7857666015625,855.3897705078125
1542224530.9374862,806.0403442382812,3421.55908203125,783.0106201171875,850.454833984375
1542224530.9379158,802.7504272460938,3211.001708984375,763.2708740234375,835.6500244140625
1542224530.938627,796.1704711914062,3395.239501953125,783.0106201171875,832.3600463867188
1542224530.939376,806.0403442382812,3237.3212890625,761.6259155273438,847.1648559570312
1542224530.9402409,807.6853637695312,3395.239501953125,776.4307250976562,842.2299194335938
1542224530.942376,807.6853637695312,3237.3212890625,768.205810546875,853.7448120117188
1542224530.9448478,799.46044921875,3289.960693359375,778.07568359375,845.5198974609375
1542224530.973956,802.7504272460938,3322.8603515625,778.07568359375,848.8098754882812
1542224530.9805021,810.9752807617188,850.454833984375,781.3656616210938,840.5849609375
1542224530.981261,814.2652587890625,837.2949829101562,766.5608520507812,838.9400024414062
1542224530.98273,812.6203002929688,817.5552368164062,771.4957885742188,842.2299194335938
1542224530.985651,819.2001953125,835.6500244140625,769.850830078125,842.2299194335938
1542224530.987115,814.2652587890625,796.1704711914062,763.2708740234375,847.1648559570312
1542224530.9880478,814.2652587890625,842.2299194335938,781.3656616210938,845.5198974609375
1542224530.9892192,822.4901733398438,819.2001953125,769.850830078125,860.32470703125
1542224530.99014,819.2001953125,820.84521484375,773.1407470703125,855.3897705078125
1542224530.990783,822.4901733398438,857.0347290039062,778.07568359375,840.5849609375
1542224530.9920619,825.7801513671875,830.715087890625,766.5608520507812,848.8098754882812
1542224531.0140731,822.4901733398438,843.8749389648438,776.4307250976562,855.3897705078125
1542224531.01438,817.5552368164062,801.1054077148438,764.9158325195312,871.839599609375
1542224531.014664,814.2652587890625,832.3600463867188,779.720703125,855.3897705078125
1542224531.014949,817.5552368164062,838.9400024414062,774.7857666015625,855.3897705078125
1542224531.015211,810.9752807617188,820.84521484375,766.5608520507812,848.8098754882812
1542224531.0454311,801.1054077148438,817.5552368164062,776.4307250976562,835.6500244140625
1542224531.0469902,806.0403442382812,842.2299194335938,779.720703125,842.2299194335938
1542224531.047283,807.6853637695312,806.0403442382812,771.4957885742188,843.8749389648438
1542224531.047612,806.0403442382812,842.2299194335938,783.0106201171875,827.4251098632812
1542224531.0479748,814.2652587890625,817.5552368164062,764.9158325195312,840.5849609375
1542224531.048526,809.330322265625,807.6853637695312,768.205810546875,843.8749389648438
1542224531.049012,814.2652587890625,820.84521484375,769.850830078125,860.32470703125
1542224531.050896,822.4901733398438,842.2299194335938,779.720703125,863.6146850585938
1542224531.051848,814.2652587890625,834.0050048828125,771.4957885742188,850.454833984375
1542224531.052935,801.1054077148438,840.5849609375,778.07568359375,838.9400024414062
1542224531.053865,810.9752807617188,822.4901733398438,773.1407470703125,845.5198974609375
1542224531.054742,815.9102783203125,840.5849609375,787.945556640625,853.7448120117188
1542224531.0551848,820.84521484375,832.3600463867188,781.3656616210938,855.3897705078125
1542224531.0556312,817.5552368164062,809.330322265625,779.720703125,857.0347290039062
1542224531.056331,814.2652587890625,852.0997924804688,781.3656616210938,861.9697265625
1542224531.058208,819.2001953125,822.4901733398438,764.9158325195312,866.9046630859375
1542224531.114802,832.3600463867188,837.2949829101562,778.07568359375,866.9046630859375
1542224531.135062,825.7801513671875,822.4901733398438,771.4957885742188,858.6797485351562
1542224531.1362538,815.9102783203125,812.6203002929688,784.6556396484375,840.5849609375
1542224531.1371882,815.9102783203125,820.84521484375,786.3005981445312,848.8098754882812
1542224531.138057,806.0403442382812,819.2001953125,786.3005981445312,855.3897705078125
1542224531.138795,804.3953857421875,830.715087890625,787.945556640625,861.9697265625
1542224531.13961,799.46044921875,814.2652587890625,778.07568359375,863.6146850585938
1542224531.140386,801.1054077148438,845.5198974609375,789.590576171875,858.6797485351562
1542224531.1411781,807.6853637695312,850.454833984375,784.6556396484375,842.2299194335938
1542224531.142119,820.84521484375,847.1648559570312,774.7857666015625,843.8749389648438
1542224531.143897,817.5552368164062,812.6203002929688,766.5608520507812,850.454833984375
1542224531.14488,817.5552368164062,850.454833984375,787.945556640625,853.7448120117188
1542224531.145987,817.5552368164062,822.4901733398438,779.720703125,852.0997924804688
1542224531.1463501,810.9752807617188,834.0050048828125,791.2355346679688,857.0347290039062
1542224531.146655,809.330322265625,832.3600463867188,778.07568359375,852.0997924804688
1542224531.146951,801.1054077148438,807.6853637695312,771.4957885742188,840.5849609375
1542224531.1877089,796.1704711914062,847.1648559570312,783.0106201171875,837.2949829101562
1542224531.190509,797.8154907226562,3230.741455078125,779.720703125,843.8749389648438
1542224531.191464,792.8805541992188,3336.02001953125,787.945556640625,857.0347290039062
1542224531.1927528,789.590576171875,3125.462646484375,779.720703125,852.0997924804688
1542224531.1943839,796.1704711914062,3336.02001953125,799.46044921875,837.2949829101562
1542224531.194845,797.8154907226562,3178.10205078125,783.0106201171875,842.2299194335938
1542224531.1953018,796.1704711914062,3257.06103515625,799.46044921875,825.7801513671875
1542224531.2124999,792.8805541992188,3230.741455078125,784.6556396484375,848.8098754882812
1542224531.212821,781.3656616210938,3230.741455078125,791.2355346679688,861.9697265625
1542224531.21311,784.6556396484375,3336.02001953125,791.2355346679688,857.0347290039062
1542224531.213363,781.3656616210938,794.5255126953125,789.590576171875,863.6146850585938
1542224531.2136052,779.720703125,3257.06103515625,792.8805541992188,829.070068359375
1542224531.213847,771.4957885742188,3099.14306640625,787.945556640625,830.715087890625
1542224531.2140758,791.2355346679688,3336.02001953125,820.84521484375,832.3600463867188
